"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rpl38.1",7.45389518783697e-15,0.443723121555254,0.919,0.868,1.12412193327769e-10,"MEGLU2","Rpl38"
"Id4",7.72428930298764e-15,0.218146241091777,0.231,0.095,1.16490006978357e-10,"MEGLU2","Id4"
"Gpr83",8.33535434680198e-15,0.210128882060053,0.138,0.041,1.25705478904121e-10,"MEGLU2","Gpr83"
"Olfm1.1",8.50371657880791e-15,-0.483959545123364,0.622,0.761,1.28244549725002e-10,"MEGLU2","Olfm1"
"Serp2.1",8.81891076402077e-15,0.380011486903964,0.925,0.837,1.32997993232197e-10,"MEGLU2","Serp2"
"Asic2.1",9.79536043759087e-15,0.226519220978323,0.321,0.154,1.47723830759308e-10,"MEGLU2","Asic2"
"Snap25.1",1.06951705496338e-14,-0.442977935163168,0.913,0.969,1.61293867059027e-10,"MEGLU2","Snap25"
"Pom121.1",1.11575430461163e-14,0.270027521963946,0.393,0.209,1.6826690667848e-10,"MEGLU2","Pom121"
"Ldb2",1.12073454205625e-14,0.22345881287424,0.288,0.131,1.69017976287503e-10,"MEGLU2","Ldb2"
"Rps9.1",1.32349479694264e-14,0.378573196998687,0.931,0.915,1.99596250326919e-10,"MEGLU2","Rps9"
"Aida",1.41366834502844e-14,0.309974956961772,0.423,0.245,2.13195323113739e-10,"MEGLU2","Aida"
"Rpl12.1",1.56126182409392e-14,0.374391363035557,0.772,0.62,2.35453895691604e-10,"MEGLU2","Rpl12"
"Dcun1d4.1",1.57896260288119e-14,0.318604026270506,0.477,0.286,2.38123350140513e-10,"MEGLU2","Dcun1d4"
"Rab26.1",1.7787503497901e-14,0.249162794193623,0.285,0.133,2.68253340251844e-10,"MEGLU2","Rab26"
"Tmsb4x.1",2.04112163915937e-14,0.424083475351343,0.976,0.968,3.07821554401624e-10,"MEGLU2","Tmsb4x"
"Cmas.1",2.11207123660355e-14,0.380689286667415,0.733,0.55,3.18521463192181e-10,"MEGLU2","Cmas"
"Epha5.1",2.38635346875982e-14,0.378367289586645,0.658,0.462,3.59885966623668e-10,"MEGLU2","Epha5"
"Cplx2.1",2.75313922836959e-14,-0.722250839708475,0.511,0.671,4.15200927030417e-10,"MEGLU2","Cplx2"
"Prkacb.1",3.28370184191874e-14,0.397237155718554,0.886,0.784,4.95215074779765e-10,"MEGLU2","Prkacb"
"Igsf21",4.47409050214104e-14,-0.345666071560718,0.09,0.276,6.74737588627891e-10,"MEGLU2","Igsf21"
"Ppm1l",4.58814726789838e-14,-0.414091253001184,0.21,0.408,6.91938489471754e-10,"MEGLU2","Ppm1l"
"Tnnt1.1",4.68228728805032e-14,-0.462141576568751,0.009,0.164,7.06135745910869e-10,"MEGLU2","Tnnt1"
"Scrn1.1",5.13304647474744e-14,0.285709766322254,0.577,0.366,7.74114738856662e-10,"MEGLU2","Scrn1"
"Igf1.1",5.39368761507959e-14,-0.304160507163035,0.027,0.192,8.13422029230152e-10,"MEGLU2","Igf1"
"Tmem158.1",5.66600617711902e-14,0.20875181611042,0.312,0.15,8.5449039157132e-10,"MEGLU2","Tmem158"
"Tmx4",5.90033063517964e-14,0.354464766643301,0.736,0.572,8.89828863091442e-10,"MEGLU2","Tmx4"
"Dhcr24",7.05483698331928e-14,0.332970231436495,0.465,0.281,1.06393996545438e-09,"MEGLU2","Dhcr24"
"C1d.1",7.0731450672181e-14,0.370468396814539,0.79,0.676,1.06670100758716e-09,"MEGLU2","C1d"
"Gsta4",7.53429893454357e-14,0.20262779857198,0.231,0.098,1.13624762231852e-09,"MEGLU2","Gsta4"
"Fam163b",8.03723119299392e-14,-0.341153554934188,0.078,0.26,1.21209483621541e-09,"MEGLU2","Fam163b"
"Diras2.1",8.14850943249228e-14,-0.479847224800858,0.219,0.41,1.22887670751416e-09,"MEGLU2","Diras2"
"Tmem179.1",8.30004518796849e-14,0.33895090237116,0.607,0.418,1.25172981479753e-09,"MEGLU2","Tmem179"
"Arl6ip1.1",8.53555911696053e-14,0.384644743896059,0.757,0.623,1.28724767042882e-09,"MEGLU2","Arl6ip1"
"Psmc5.1",8.85282672740649e-14,0.351147190741143,0.748,0.598,1.33509479876017e-09,"MEGLU2","Psmc5"
"Lhx2.1",1.07723467732322e-13,0.202242499447818,0.201,0.079,1.62457761687115e-09,"MEGLU2","Lhx2"
"Cox17.1",1.2577347006321e-13,0.381316481472026,0.889,0.822,1.89678970202327e-09,"MEGLU2","Cox17"
"Smim10l2a",1.28256493293478e-13,0.240671597539676,0.366,0.196,1.93423617535895e-09,"MEGLU2","Smim10l2a"
"Pou2f2",1.30694975043176e-13,0.245746697150797,0.195,0.077,1.97101091862614e-09,"MEGLU2","Pou2f2"
"Timm8b",1.37245647523004e-13,0.467203622538618,0.931,0.897,2.06980161029442e-09,"MEGLU2","Timm8b"
"Rpusd1.1",1.47685545915097e-13,0.232158991071261,0.282,0.134,2.22724571794557e-09,"MEGLU2","Rpusd1"
"Prmt8",1.67916263147738e-13,-0.253891139507392,0.012,0.163,2.53234516453104e-09,"MEGLU2","Prmt8"
"Samd4.1",1.85720758217269e-13,0.234933952575726,0.285,0.138,2.80085475467464e-09,"MEGLU2","Samd4"
"Agap3.1",1.91202739189932e-13,0.310148992948316,0.598,0.405,2.88352850972337e-09,"MEGLU2","Agap3"
"Mrpl33",1.96791845580463e-13,0.352451747489025,0.685,0.511,2.96781782319897e-09,"MEGLU2","Mrpl33"
"Mir124-2hg.1",2.13809936589046e-13,-0.402174082762785,0.477,0.649,3.2244676536994e-09,"MEGLU2","Mir124-2hg"
"Msi2",2.16680342961987e-13,-0.327784811233232,0.135,0.327,3.26775625220972e-09,"MEGLU2","Msi2"
"Nrip3.1",2.23712297236525e-13,-0.43216402958347,0.27,0.466,3.37380515462403e-09,"MEGLU2","Nrip3"
"Lsamp.1",2.34498378655709e-13,0.376788600027965,0.82,0.71,3.53647004850675e-09,"MEGLU2","Lsamp"
"Alg2.1",2.52877625006225e-13,0.327291129375733,0.652,0.462,3.81364746271888e-09,"MEGLU2","Alg2"
"B630019K06Rik",2.58995392689561e-13,0.289655380031078,0.586,0.392,3.90590951715127e-09,"MEGLU2","B630019K06Rik"
"Shisa5.1",2.75188119975789e-13,0.290505120369699,0.387,0.222,4.15011203735487e-09,"MEGLU2","Shisa5"
"Rps2.1",2.87405046084218e-13,0.3456048095204,0.928,0.905,4.33435549999609e-09,"MEGLU2","Rps2"
"Gpd2.1",3.09949261510255e-13,0.243783514307431,0.309,0.156,4.67434481283615e-09,"MEGLU2","Gpd2"
"Apbb1.1",3.6970270614684e-13,0.328660570976273,0.562,0.382,5.5754865114005e-09,"MEGLU2","Apbb1"
"Rnf152.1",3.88555860472899e-13,-0.37539997947555,0.195,0.389,5.85981093179179e-09,"MEGLU2","Rnf152"
"Ralbp1.1",3.99450258201852e-13,0.338861565375234,0.661,0.491,6.02410934394213e-09,"MEGLU2","Ralbp1"
"Tubb5.1",4.63690955587186e-13,0.40416499656204,0.742,0.592,6.99292330121035e-09,"MEGLU2","Tubb5"
"Atp2b4",4.69120494457883e-13,0.226730687961396,0.276,0.129,7.07480617691933e-09,"MEGLU2","Atp2b4"
"Stx4a.1",4.89387898113853e-13,0.329879611997429,0.459,0.292,7.38045889145502e-09,"MEGLU2","Stx4a"
"Nrxn3.1",5.28923307755394e-13,-0.50541717082086,0.538,0.668,7.97669240425909e-09,"MEGLU2","Nrxn3"
"Psme1",5.30726693293201e-13,0.289275511012423,0.402,0.234,8.00388926155477e-09,"MEGLU2","Psme1"
"Fgf11",5.4919071045244e-13,-0.25212348528536,0.024,0.177,8.28234510433324e-09,"MEGLU2","Fgf11"
"Fkbp1a.1",6.48614955181803e-13,0.380720139732238,0.886,0.83,9.78176213909678e-09,"MEGLU2","Fkbp1a"
"Ablim2.1",6.97126929701176e-13,0.249066097070615,0.369,0.205,1.05133712268234e-08,"MEGLU2","Ablim2"
"Gpr162",7.04050660054113e-13,-0.388858786391486,0.444,0.599,1.06177880042761e-08,"MEGLU2","Gpr162"
"Epha4.1",8.214127903234e-13,-0.43759687161725,0.207,0.395,1.23877262908672e-08,"MEGLU2","Epha4"
"Begain.1",8.48812202541149e-13,0.237678962530319,0.282,0.138,1.28009368265231e-08,"MEGLU2","Begain"
"Rnf112.1",9.08496804279116e-13,0.266033648657084,0.348,0.188,1.37010403053333e-08,"MEGLU2","Rnf112"
"Clec2l",9.60380134764482e-13,-0.317165540280779,0.111,0.292,1.44834928123831e-08,"MEGLU2","Clec2l"
"Ywhag.1",9.60425989416553e-13,0.348160312645305,0.928,0.869,1.4484184346391e-08,"MEGLU2","Ywhag"
"Ybx1.1",9.86036856027835e-13,-0.444016079714819,0.252,0.43,1.48704218257558e-08,"MEGLU2","Ybx1"
"Pcbd1.1",1.04086617226516e-12,0.243243155772642,0.303,0.154,1.56973027439309e-08,"MEGLU2","Pcbd1"
"Pygb",1.20368287782887e-12,0.256089522764958,0.318,0.164,1.81527414805372e-08,"MEGLU2","Pygb"
"Rcan2",1.27906657840308e-12,-0.419892820515187,0.535,0.699,1.92896030688969e-08,"MEGLU2","Rcan2"
"Ywhab.1",1.31610157432259e-12,0.344735648211607,0.91,0.813,1.98481278423589e-08,"MEGLU2","Ywhab"
"mt-Nd1.1",1.32039440360417e-12,0.385014372441174,0.997,0.999,1.99128680007544e-08,"MEGLU2","mt-Nd1"
"Gabrr2.1",1.61465390660701e-12,-0.321583735167172,0,0.132,2.43505955655404e-08,"MEGLU2","Gabrr2"
"Slc25a5.1",1.69192260982977e-12,-0.372031196728376,0.363,0.55,2.55158848788427e-08,"MEGLU2","Slc25a5"
"Rhbdd2",1.90392957909712e-12,0.286881627674827,0.489,0.315,2.87131619823637e-08,"MEGLU2","Rhbdd2"
"Erp29.1",1.95914586716248e-12,0.309887249919723,0.625,0.448,2.95458788226774e-08,"MEGLU2","Erp29"
"Bend6.1",2.29981864204702e-12,0.408891369666525,0.7,0.557,3.46835649407112e-08,"MEGLU2","Bend6"
"Rpl36.1",2.31797330815895e-12,0.392609306732885,0.901,0.848,3.49573554603451e-08,"MEGLU2","Rpl36"
"Eif4a2.1",2.57656379311549e-12,0.423102667280335,0.934,0.902,3.88571585639746e-08,"MEGLU2","Eif4a2"
"Nop10.1",2.57712034584691e-12,0.385400858040608,0.859,0.783,3.88655519357172e-08,"MEGLU2","Nop10"
"Camta1.1",2.66355001015937e-12,0.334476621755786,0.856,0.778,4.01689977032134e-08,"MEGLU2","Camta1"
"Chrna3.1",2.92394631387459e-12,-0.232139293358207,0.003,0.135,4.40960343595427e-08,"MEGLU2","Chrna3"
"Ank2.1",3.05215625222857e-12,0.311662436626625,0.784,0.634,4.60295684398591e-08,"MEGLU2","Ank2"
"Myl6",3.26961564989229e-12,0.363305082430085,0.697,0.572,4.93090736160256e-08,"MEGLU2","Myl6"
"Ckmt1",4.17113314457093e-12,0.283465567906799,0.586,0.391,6.29048589532742e-08,"MEGLU2","Ckmt1"
"Camk2n2.1",4.20127278532645e-12,0.309802189867408,0.664,0.48,6.33593948755083e-08,"MEGLU2","Camk2n2"
"Mapt.1",4.55017931381217e-12,0.319227249714867,0.793,0.644,6.86212542316013e-08,"MEGLU2","Mapt"
"Pla2g5.1",4.6349725785085e-12,-0.222515387033594,0,0.127,6.99000214564867e-08,"MEGLU2","Pla2g5"
"Usp29",4.9327189290201e-12,0.351462252409176,0.601,0.436,7.43903341685521e-08,"MEGLU2","Usp29"
"Saraf",5.09102766178032e-12,0.332530791623219,0.688,0.542,7.6777788167309e-08,"MEGLU2","Saraf"
"Dtd2",7.12531161423156e-12,0.229921097591159,0.273,0.138,1.07456824454226e-07,"MEGLU2","Dtd2"
"Wbp5",7.43185713802988e-12,0.343637124323307,0.787,0.702,1.12079837498629e-07,"MEGLU2","Wbp5"
"Fbxo2",8.59848682113124e-12,0.284782198660669,0.468,0.293,1.2967377974948e-07,"MEGLU2","Fbxo2"
"Nrxn1.1",9.14847799196207e-12,0.391753096823987,0.817,0.696,1.3796819659678e-07,"MEGLU2","Nrxn1"
"Dynll2.1",1.05047977426069e-11,0.322366319905069,0.934,0.95,1.58422854756255e-07,"MEGLU2","Dynll2"
"Fam19a1.1",1.13500380014728e-11,0.284734831180048,0.384,0.217,1.71169923100212e-07,"MEGLU2","Fam19a1"
"Bex2.1",1.15783388460344e-11,0.314832600608581,0.961,0.947,1.74612928137045e-07,"MEGLU2","Bex2"
"Hpcal4.1",1.24278122382804e-11,0.270387281337629,0.456,0.286,1.87423836365507e-07,"MEGLU2","Hpcal4"
"mt-Nd4.1",1.28380396666312e-11,0.342174507125061,0.997,0.992,1.93610476212465e-07,"MEGLU2","mt-Nd4"
"C1ql2.1",1.35760662639362e-11,-0.473929354188447,0.063,0.221,2.04740655326421e-07,"MEGLU2","C1ql2"
"Ifitm10.1",1.36908053863856e-11,0.238831073906313,0.408,0.241,2.06471036032081e-07,"MEGLU2","Ifitm10"
"Zcchc17.1",1.46491301305069e-11,0.313658978401203,0.823,0.72,2.20923531498175e-07,"MEGLU2","Zcchc17"
"Eif1a",1.59437860604676e-11,0.292152917894649,0.414,0.259,2.40448237577912e-07,"MEGLU2","Eif1a"
"Syt2",1.69535763815439e-11,-0.635569123910494,0.144,0.31,2.55676885410063e-07,"MEGLU2","Syt2"
"Aktip.1",1.79744143269475e-11,0.335156651050256,0.571,0.415,2.71072142464696e-07,"MEGLU2","Aktip"
"Oprl1",1.91131564427556e-11,0.229807162381091,0.402,0.237,2.88245512313198e-07,"MEGLU2","Oprl1"
"Ngfrap1",2.02260108517122e-11,0.38986950262359,0.937,0.888,3.05028469654672e-07,"MEGLU2","Ngfrap1"
"Phlda3.1",2.09663665739195e-11,0.290878325378693,0.631,0.459,3.1619377430128e-07,"MEGLU2","Phlda3"
"Matk.1",2.15170283082185e-11,0.300093398328316,0.643,0.496,3.24498303916243e-07,"MEGLU2","Matk"
"Chrna6.1",2.15962191170319e-11,-0.25641119484863,0.003,0.126,3.25692580503958e-07,"MEGLU2","Chrna6"
"Thsd7a.1",2.20655947765143e-11,-0.297112252634671,0.108,0.274,3.32771234824613e-07,"MEGLU2","Thsd7a"
"H3f3a",2.46552083250091e-11,-0.323048340209491,0.297,0.479,3.71825196749462e-07,"MEGLU2","H3f3a"
"Cstf3",2.57792745004723e-11,0.207051538527772,0.492,0.31,3.88777238741623e-07,"MEGLU2","Cstf3"
"Rps6.1",2.74992015739139e-11,0.314130210067532,0.91,0.846,4.14715458936195e-07,"MEGLU2","Rps6"
"Plk2.1",2.93792797281518e-11,-0.262598516521304,0.063,0.215,4.43068917580257e-07,"MEGLU2","Plk2"
"Cdkl5.1",3.03278167317237e-11,-0.38086306723932,0.177,0.344,4.57373804131126e-07,"MEGLU2","Cdkl5"
"Rpl30.1",3.21566755040002e-11,0.366127898797897,0.817,0.709,4.84954823275827e-07,"MEGLU2","Rpl30"
"Hint1",3.34068709826414e-11,0.376837638285926,0.907,0.885,5.03809021289215e-07,"MEGLU2","Hint1"
"Rwdd2a",3.39197826110679e-11,0.203742146560654,0.249,0.122,5.11544241557515e-07,"MEGLU2","Rwdd2a"
"H2afv",3.45651330069363e-11,-0.354212384062237,0.363,0.534,5.21276770877607e-07,"MEGLU2","H2afv"
"Ppp1r21.1",4.30487897114625e-11,0.220187110252673,0.261,0.132,6.49218797638566e-07,"MEGLU2","Ppp1r21"
"Stk32c.1",4.3460220355886e-11,0.284033540557212,0.375,0.229,6.55423583187117e-07,"MEGLU2","Stk32c"
"Rps29",4.57865029279297e-11,0.429845938440481,0.928,0.913,6.90506250656108e-07,"MEGLU2","Rps29"
"Cttnbp2.1",4.86014680112496e-11,-0.337456917638157,0.213,0.385,7.32958739077656e-07,"MEGLU2","Cttnbp2"
"Chp1.1",4.86888053155304e-11,0.275260004824935,0.429,0.272,7.34275872963514e-07,"MEGLU2","Chp1"
"Rpl7.1",5.20080114637791e-11,0.311882364910942,0.85,0.763,7.84332820885253e-07,"MEGLU2","Rpl7"
"Fdps",5.20896144353299e-11,0.22161681639614,0.321,0.176,7.8556347529921e-07,"MEGLU2","Fdps"
"Eif3h.1",5.5385013318271e-11,0.338712062500536,0.799,0.664,8.35261385852845e-07,"MEGLU2","Eif3h"
"Pax7.1",5.98166967329826e-11,-0.224726979251395,0,0.115,9.02095603430111e-07,"MEGLU2","Pax7"
"Mef2c",6.23927327382253e-11,-0.245869772041994,0.033,0.17,9.40944802425176e-07,"MEGLU2","Mef2c"
"Ttc3.1",6.75637189951592e-11,0.324674917891295,0.976,0.973,1.018928446166e-06,"MEGLU2","Ttc3"
"Pafah1b3",7.07388834497986e-11,0.215462048579765,0.285,0.149,1.06681310130641e-06,"MEGLU2","Pafah1b3"
"Rps18.1",7.15591684989963e-11,0.327343258136874,0.916,0.857,1.07918382013336e-06,"MEGLU2","Rps18"
"Zfp462.1",8.27740801123337e-11,-0.294855493698685,0.189,0.365,1.2483159021741e-06,"MEGLU2","Zfp462"
"Mfsd6.1",8.38086767766564e-11,0.313616790511629,0.541,0.366,1.26391865446875e-06,"MEGLU2","Mfsd6"
"Vti1b.1",9.80704161315789e-11,0.346391699493739,0.709,0.582,1.47899994568034e-06,"MEGLU2","Vti1b"
"Cerk",9.9283515001109e-11,-0.29295825894841,0.111,0.268,1.49729468973173e-06,"MEGLU2","Cerk"
"Cd24a.1",1.00445554279057e-10,-0.260689153175014,0.024,0.157,1.51481940408245e-06,"MEGLU2","Cd24a"
"Rpl18a.1",1.0122345346359e-10,0.307798513085522,0.889,0.88,1.52655090168441e-06,"MEGLU2","Rpl18a"
"Rasgef1a.1",1.04469360785576e-10,0.244746877366795,0.444,0.28,1.57550243000728e-06,"MEGLU2","Rasgef1a"
"Nos1ap",1.07125537514248e-10,-0.335476047629243,0.144,0.303,1.61556023125237e-06,"MEGLU2","Nos1ap"
"Nxph1",1.11106844359741e-10,-0.286999630182993,0.042,0.179,1.67560231978925e-06,"MEGLU2","Nxph1"
"mt-Cytb.1",1.24167565698999e-10,0.327092103869569,0.997,0.995,1.87257105830661e-06,"MEGLU2","mt-Cytb"
"Ptpre.1",1.25214559806248e-10,0.233525997189112,0.315,0.175,1.88836077643803e-06,"MEGLU2","Ptpre"
"Tspan9",1.29259322161776e-10,-0.222807918460804,0.042,0.179,1.94935983752175e-06,"MEGLU2","Tspan9"
"Ptpn5",1.30926104433018e-10,0.238577561287316,0.492,0.314,1.97449658095435e-06,"MEGLU2","Ptpn5"
"Hlf.1",1.47196747987644e-10,-0.304203355884904,0.138,0.3,2.21987415640166e-06,"MEGLU2","Hlf"
"Chst1.1",1.53328348138871e-10,0.253559242718548,0.477,0.313,2.31234481828232e-06,"MEGLU2","Chst1"
"Pfn2.1",1.58631310799152e-10,0.336979442393706,0.859,0.81,2.39231879816201e-06,"MEGLU2","Pfn2"
"Pnma2",1.58914171890378e-10,0.214239263954737,0.36,0.213,2.39658462627879e-06,"MEGLU2","Pnma2"
"Cotl1",1.73597053571368e-10,0.201701893469874,0.324,0.181,2.61801716490979e-06,"MEGLU2","Cotl1"
"Npm1.1",1.88811501384144e-10,0.344050852184358,0.727,0.608,2.84746625237427e-06,"MEGLU2","Npm1"
"Hdac11.1",1.92176300690821e-10,0.314780296708062,0.748,0.64,2.89821079071826e-06,"MEGLU2","Hdac11"
"Nr3c1",1.97227737712251e-10,0.226738281113172,0.306,0.171,2.97439151243846e-06,"MEGLU2","Nr3c1"
"Prkar1a.1",1.9748856300519e-10,0.308083209052532,0.85,0.763,2.97832501868127e-06,"MEGLU2","Prkar1a"
"Ptprf.1",2.1677557544555e-10,0.238010502240129,0.378,0.225,3.26919245329434e-06,"MEGLU2","Ptprf"
"Baiap2.1",2.17236244567724e-10,0.233691264932292,0.435,0.273,3.27613980432585e-06,"MEGLU2","Baiap2"
"Crim1",2.22749363260143e-10,0.207171866757956,0.267,0.138,3.35928314732621e-06,"MEGLU2","Crim1"
"Rps12.1",2.31598709045362e-10,0.399621055371357,0.772,0.693,3.4927401311131e-06,"MEGLU2","Rps12"
"Arpp21.1",2.4771273934508e-10,-0.384817028684382,0.18,0.34,3.73575582206315e-06,"MEGLU2","Arpp21"
"Naa50.1",2.50391244675988e-10,0.237502789189211,0.396,0.242,3.77615036095857e-06,"MEGLU2","Naa50"
"Sox4.1",2.63286241020315e-10,-0.27139513443495,0.126,0.285,3.97061980082737e-06,"MEGLU2","Sox4"
"Cib2",2.67142252812223e-10,0.264749058075066,0.486,0.326,4.02877231466113e-06,"MEGLU2","Cib2"
"Igsf3",2.84672356498534e-10,-0.416121194684042,0.258,0.411,4.29314380835439e-06,"MEGLU2","Igsf3"
"Txndc12",3.06429002083444e-10,0.204943858174888,0.306,0.171,4.62125578042043e-06,"MEGLU2","Txndc12"
"Srgap3.1",3.08260237713344e-10,-0.303301237500549,0.276,0.444,4.64887264495494e-06,"MEGLU2","Srgap3"
"Pianp.1",3.18377015148326e-10,0.313110411805992,0.577,0.431,4.80144376545191e-06,"MEGLU2","Pianp"
"Prkaca.1",3.54735180456573e-10,0.300392330124655,0.727,0.579,5.34976125646557e-06,"MEGLU2","Prkaca"
"Laptm4b",3.6107493433344e-10,-0.280380352240673,0.132,0.291,5.44537108468261e-06,"MEGLU2","Laptm4b"
"Slc30a3.1",3.92704956891263e-10,-0.232869771875529,0.003,0.112,5.92238345487714e-06,"MEGLU2","Slc30a3"
"Psmb1.1",4.22860884536012e-10,0.321986082591677,0.79,0.71,6.3771649996876e-06,"MEGLU2","Psmb1"
"Vamp4",4.43010711410902e-10,0.278378369314929,0.459,0.311,6.68104453878782e-06,"MEGLU2","Vamp4"
"Edil3.1",4.54361958793708e-10,0.245443312520303,0.366,0.222,6.85223270056792e-06,"MEGLU2","Edil3"
"Tppp3",4.94111507245718e-10,0.22143708363379,0.267,0.143,7.45169564077267e-06,"MEGLU2","Tppp3"
"Pou4f2.1",5.34083001513929e-10,0.233849526657064,0.108,0.037,8.05450574583156e-06,"MEGLU2","Pou4f2"
"Tmem30a.1",5.42643293556245e-10,0.254597810351416,0.655,0.49,8.18360351012173e-06,"MEGLU2","Tmem30a"
"Dbp.1",6.09562551758159e-10,-0.340650848389913,0.327,0.489,9.1928128430648e-06,"MEGLU2","Dbp"
"Nrip1.1",6.09758620510407e-10,-0.252893093766484,0.108,0.259,9.19576975591744e-06,"MEGLU2","Nrip1"
"Map2k4.1",6.18704967304815e-10,0.225840489256973,0.477,0.315,9.33068961192392e-06,"MEGLU2","Map2k4"
"Tmem192",6.47357755512366e-10,0.217653948261903,0.369,0.222,9.76280231088198e-06,"MEGLU2","Tmem192"
"Rpl21.1",6.55969127392646e-10,0.383627452143212,0.832,0.748,9.8926704102085e-06,"MEGLU2","Rpl21"
"Nrip2",6.81490316476388e-10,0.205833236713237,0.33,0.191,1.02775554627804e-05,"MEGLU2","Nrip2"
"Reln",7.39480897307562e-10,-0.440714823934965,0.132,0.279,1.11521114122953e-05,"MEGLU2","Reln"
"Aip.1",8.38026530304426e-10,0.28667387662587,0.514,0.362,1.26382781035211e-05,"MEGLU2","Aip"
"Hras.1",8.5251604771984e-10,0.281842852179914,0.667,0.514,1.28567945156629e-05,"MEGLU2","Hras"
"Etl4",9.23251370396402e-10,-0.20038784072565,0.024,0.143,1.39235539169481e-05,"MEGLU2","Etl4"
"Slc50a1",9.70191476698648e-10,0.218323171358638,0.411,0.261,1.46314576600923e-05,"MEGLU2","Slc50a1"
"Efr3b.1",9.77758828735721e-10,0.294437715139753,0.456,0.306,1.47455808961634e-05,"MEGLU2","Efr3b"
"Kcnc3",9.93006282047295e-10,-0.326061816028189,0.144,0.296,1.49755277395553e-05,"MEGLU2","Kcnc3"
"Rgs10.1",1.00115181561801e-09,0.331186348433524,0.553,0.388,1.50983705313353e-05,"MEGLU2","Rgs10"
"Plcb1.1",1.03244742166686e-09,-0.27973827452089,0.144,0.3,1.55703395661579e-05,"MEGLU2","Plcb1"
"Flywch1",1.06335003038311e-09,0.209216471901277,0.357,0.212,1.60363818082077e-05,"MEGLU2","Flywch1"
"Kcnj9.1",1.1340193784468e-09,-0.277906652301974,0.267,0.423,1.71021462463561e-05,"MEGLU2","Kcnj9"
"Pnmal1.1",1.14649353481071e-09,0.240670373857446,0.474,0.318,1.72902689984803e-05,"MEGLU2","Pnmal1"
"Rangap1.1",1.1860450773466e-09,0.287403442736092,0.589,0.443,1.78867458114641e-05,"MEGLU2","Rangap1"
"Bola2.1",1.19731639969246e-09,0.280544587778253,0.676,0.525,1.80567286237619e-05,"MEGLU2","Bola2"
"Fyttd1.1",1.22237447394455e-09,0.25724140847172,0.411,0.272,1.84346294415577e-05,"MEGLU2","Fyttd1"
"Ppargc1a",1.29680049070727e-09,-0.308695404270305,0.15,0.299,1.95570482003564e-05,"MEGLU2","Ppargc1a"
"Cabp1.1",1.3585273778944e-09,-0.250925581590308,0.093,0.237,2.04879513860254e-05,"MEGLU2","Cabp1"
"Tbca",1.3846773141163e-09,0.315979667539425,0.712,0.587,2.08823185741879e-05,"MEGLU2","Tbca"
"Iscu.1",1.39770657465577e-09,0.282057866031282,0.808,0.698,2.10788128523837e-05,"MEGLU2","Iscu"
"Dpp6.1",1.40426241542753e-09,0.246552818065847,0.643,0.498,2.11776814870627e-05,"MEGLU2","Dpp6"
"Tppp.1",1.42632391946101e-09,0.29343390164205,0.67,0.545,2.15103910293915e-05,"MEGLU2","Tppp"
"Rps17.1",1.57143767513703e-09,0.366629761705822,0.871,0.826,2.36988515787415e-05,"MEGLU2","Rps17"
"Esrra",1.67136625215975e-09,-0.222819682071037,0.069,0.206,2.52058744488212e-05,"MEGLU2","Esrra"
"Rbms1.1",1.72352595177853e-09,-0.250272630666789,0.093,0.236,2.59924948787721e-05,"MEGLU2","Rbms1"
"Denr.1",1.79674187426943e-09,0.314231889816954,0.649,0.528,2.70966642058573e-05,"MEGLU2","Denr"
"Hpca.1",1.94870254669759e-09,0.228412919263445,0.55,0.382,2.93883831067464e-05,"MEGLU2","Hpca"
"Miat.1",1.95324773916086e-09,0.212316854740414,0.438,0.286,2.94569291542849e-05,"MEGLU2","Miat"
"Limd2",1.96829340963498e-09,0.203535152608295,0.255,0.137,2.96838329107052e-05,"MEGLU2","Limd2"
"Chmp4b.1",2.05904760890328e-09,0.246851243817056,0.598,0.445,3.10524969898704e-05,"MEGLU2","Chmp4b"
"Slc6a6",2.14004712925092e-09,-0.338638002469484,0.267,0.411,3.22740507562331e-05,"MEGLU2","Slc6a6"
"Tshz2.1",2.31321864422393e-09,-0.416220609305247,0.384,0.539,3.4885650373541e-05,"MEGLU2","Tshz2"
"Klhdc10.1",2.33840589867593e-09,0.244122681862587,0.42,0.274,3.52654993579317e-05,"MEGLU2","Klhdc10"
"Slc9a6.1",2.39737741267423e-09,0.218137082451024,0.384,0.24,3.615484876054e-05,"MEGLU2","Slc9a6"
"Bloc1s2.1",2.42745100891397e-09,0.255494474276057,0.535,0.374,3.66083886654316e-05,"MEGLU2","Bloc1s2"
"Jph4.1",2.43635680947355e-09,0.257427485184312,0.462,0.31,3.67426970436706e-05,"MEGLU2","Jph4"
"Zeb2.1",2.43813953356821e-09,-0.229078471159408,0.051,0.177,3.67695823057422e-05,"MEGLU2","Zeb2"
"Sdcbp.1",2.70831522725063e-09,0.233725103103435,0.378,0.238,4.08441019421667e-05,"MEGLU2","Sdcbp"
"Cd99l2.1",2.75818105396501e-09,0.234389780662766,0.405,0.259,4.15961284748464e-05,"MEGLU2","Cd99l2"
"Psmd12.1",2.76169073894246e-09,0.211737367705914,0.432,0.28,4.16490580339913e-05,"MEGLU2","Psmd12"
"Abat",2.80255307503275e-09,-0.419867583352197,0.462,0.593,4.2265302924569e-05,"MEGLU2","Abat"
