"","ref.p_val","ref.avg_log2FC","ref.pct.1","ref.pct.2","ref.p_val_adj","gene"
"Gad2",0,-2.43218863483267,0.025,0.937,0,"Gad2"
"Slc17a6",0,1.35278937536084,0.687,0.017,0,"Slc17a6"
"Cacna2d1",0,1.04471609934667,0.593,0.013,0,"Cacna2d1"
"Gad1",0,-2.66390481364152,0.015,0.95,0,"Gad1"
"Slc32a1",0,-1.61951478974008,0.013,0.774,0,"Slc32a1"
"Nrn1",0,1.91751549857561,0.837,0.013,0,"Nrn1"
"Shox2",3.02513669099657e-290,1.14869874738357,0.521,0.022,4.56220864369193e-286,"Shox2"
"Fxyd7",1.52732446828911e-249,1.18513677912803,0.726,0.202,2.30335803062681e-245,"Fxyd7"
"Lmo1",4.33153853485004e-229,-1.5599460179502,0.135,0.673,6.53239326440735e-225,"Lmo1"
"Slc6a1",5.89980753868363e-222,-1.27048985857882,0.348,0.82,8.89749974908878e-218,"Slc6a1"
"Lhx1os",5.2619570353939e-215,-0.98488266604559,0.035,0.576,7.93555740507754e-211,"Lhx1os"
"Rpp25",1.57106544847846e-214,-0.995696614970974,0.04,0.575,2.36932380285036e-210,"Rpp25"
"Otx2",8.97036861419208e-196,-0.981695689288738,0.012,0.509,1.35282129070631e-191,"Otx2"
"Calb1",5.9039134325932e-192,0.945874939704263,0.37,0.017,8.90369184769381e-188,"Calb1"
"Fam19a1",3.44019605694575e-191,0.932454850205076,0.506,0.084,5.18815967347989e-187,"Fam19a1"
"Rtn1",9.47448756572391e-173,1.00310283978427,0.975,0.78,1.42884746978682e-168,"Rtn1"
"Tmem163",2.2996596802402e-172,0.596322649414924,0.385,0.034,3.46811676377024e-168,"Tmem163"
"Asic4",2.97988380809722e-169,-0.774651121082496,0.005,0.447,4.49396277099142e-165,"Asic4"
"Ebf1",1.53500779904569e-164,0.861023267012528,0.42,0.054,2.31494526174081e-160,"Ebf1"
"Syt4",5.99511017747917e-163,0.89039079683415,0.755,0.284,9.04122565865633e-159,"Syt4"
"Barhl1",1.81031366723117e-155,0.542176386469223,0.268,0,2.73013404155133e-151,"Barhl1"
"Nptx2",1.65874191889181e-152,0.545652073781703,0.324,0.022,2.50154868788074e-148,"Nptx2"
"RP23-407N2.2",1.21537712282834e-147,0.836179903096908,0.784,0.401,1.83291023893742e-143,"RP23-407N2.2"
"Cdhr1",3.22962715631941e-140,-1.01539967651867,0.007,0.391,4.87060071444531e-136,"Cdhr1"
"Lhx9",1.35038269538409e-138,0.421977926023993,0.25,0.003,2.03651214290874e-134,"Lhx9"
"Gda",4.96640647266273e-133,1.0123511930156,0.268,0.012,7.48983760142266e-129,"Gda"
"Tmsb10",4.99766069469053e-133,1.08889898723695,0.976,0.876,7.53697209366278e-129,"Tmsb10"
"Lmo3",1.41014106875185e-130,0.753301027471752,0.449,0.109,2.12663374578467e-126,"Lmo3"
"Lhx2",1.13934574945752e-128,0.39262122968929,0.246,0.007,1.71824732475688e-124,"Lhx2"
"Pou4f1",4.03622516661577e-127,0.441831840832626,0.231,0.003,6.08703117377324e-123,"Pou4f1"
"Gata3",1.52648154730931e-122,-0.58133280934826,0.004,0.347,2.30208682149718e-118,"Gata3"
"Nrgn",3.69721594412679e-117,1.11810948384338,0.542,0.208,5.5757713653376e-113,"Nrgn"
"Rit2",8.63528850236136e-116,0.663175365663691,0.644,0.263,1.30228785904112e-111,"Rit2"
"Necab1",1.42390681935913e-113,0.603775954614061,0.285,0.033,2.1473938742755e-109,"Necab1"
"Tal1",5.73746633491375e-113,-0.496187353786317,0.002,0.322,8.65267297968343e-109,"Tal1"
"Ppp3ca",1.21081195690358e-112,0.893943958295581,0.894,0.731,1.82602551220629e-108,"Ppp3ca"
"Sepw1",1.36601285491755e-111,1.03031871788326,0.992,0.98,2.06008398650115e-107,"Sepw1"
"Sox14",5.16293025581379e-111,-0.550591213075322,0.003,0.319,7.78621511879278e-107,"Sox14"
"Rmst",6.77980365394998e-111,0.55930306285802,0.433,0.114,1.0224621890522e-106,"Rmst"
"Tpd52l1",1.00341261180992e-110,1.0296144176222,0.392,0.095,1.51324655987055e-106,"Tpd52l1"
"Cplx3",8.85363663637278e-107,-0.710210625339344,0.001,0.306,1.33521694113138e-102,"Cplx3"
"Scn2a1",6.39057569398424e-103,0.735282091264256,0.786,0.503,9.63762720409763e-99,"Scn2a1"
"Cabp7",1.85926124808146e-102,0.649003835887306,0.375,0.091,2.80395188823165e-98,"Cabp7"
"Gfra1",3.04935799937449e-101,0.527441867198976,0.274,0.037,4.59873679885667e-97,"Gfra1"
"Nrxn3",8.13651377458574e-101,-0.712230981473782,0.437,0.774,1.22706764234528e-96,"Nrxn3"
"Gng13",2.29564598997218e-100,0.626492667631007,0.61,0.253,3.46206371747704e-96,"Gng13"
"Sncg",1.62345046489515e-99,0.74119049844493,0.206,0.01,2.44832564610838e-95,"Sncg"
"Nell2",1.64832809428462e-98,0.703486026089961,0.433,0.139,2.48584359899063e-94,"Nell2"
"Nek7",9.57907321833366e-98,0.361363322933546,0.224,0.018,1.4446200320569e-93,"Nek7"
"Nrxn1",1.6112746642284e-97,0.716667843562542,0.852,0.629,2.42996332112286e-93,"Nrxn1"
"Rps19",4.22933541734391e-97,0.717605654728784,0.959,0.965,6.37826074289635e-93,"Rps19"
"Epha5",3.29857253721461e-96,0.726998697333328,0.687,0.368,4.97457724337335e-92,"Epha5"
"Pcbp3",2.59824863809803e-94,-0.793966229580251,0.186,0.502,3.91841877111564e-90,"Pcbp3"
"Npnt",1.82765351224926e-93,1.01183784621432,0.289,0.052,2.75628426182312e-89,"Npnt"
"Cxcl14",1.4317861355146e-92,-1.52577977275698,0.117,0.424,2.15927667096957e-88,"Cxcl14"
"Gria2",7.36787153104079e-91,0.795410138468864,0.95,0.871,1.11114870559626e-86,"Gria2"
"Gm27199",1.06534989954039e-90,-0.410982435462924,0.005,0.273,1.60665418349686e-86,"Gm27199"
"Rasgrp1",1.12856920030685e-90,0.420671032837865,0.24,0.03,1.70199521098276e-86,"Rasgrp1"
"Nptx1",1.55830985587744e-90,0.614732321037901,0.459,0.164,2.35008709364877e-86,"Nptx1"
"B3gat1",3.43396200581299e-90,0.594394790780236,0.463,0.173,5.17875810096657e-86,"B3gat1"
"Synpr",8.23557302807616e-90,-0.784997968473599,0.088,0.397,1.24200676836417e-85,"Synpr"
"Fgf13",1.50043203999478e-89,0.498890942569692,0.382,0.109,2.26280155951612e-85,"Fgf13"
"App",5.06217239778756e-88,0.660982395202925,0.887,0.68,7.63426219310342e-84,"App"
"Kitl",6.12081417250338e-86,0.338297482159007,0.184,0.01,9.23079985355235e-82,"Kitl"
"Bcl11b",1.90567760396126e-84,0.467701136930679,0.275,0.053,2.87395239453397e-80,"Bcl11b"
"Nrsn1",2.19698986649216e-84,-0.765872974521326,0.734,0.894,3.31328041765682e-80,"Nrsn1"
"Vat1l",9.28676185805939e-84,0.484322536506864,0.514,0.194,1.40053655581394e-79,"Vat1l"
"Tmem108",3.29456314128905e-82,-0.719621948835068,0.257,0.564,4.96853067337802e-78,"Tmem108"
"Arhgdig",3.82812432956593e-82,0.581746994331506,0.602,0.286,5.77319430141837e-78,"Arhgdig"
"Adcyap1",6.67725617574079e-82,0.288576369609429,0.158,0.004,1.00699700386347e-77,"Adcyap1"
"Dkk3",1.83161067286942e-80,0.378065331061319,0.227,0.031,2.76225205575437e-76,"Dkk3"
"Ptpre",1.35178593748776e-79,0.408629483864018,0.352,0.099,2.03862837232529e-75,"Ptpre"
"Cartpt",4.47494889238436e-79,1.54035742790723,0.229,0.036,6.74867042460485e-75,"Cartpt"
"Gap43",1.2452794626905e-78,0.656583290489632,0.914,0.661,1.87800595768355e-74,"Gap43"
"Fth1",3.77484437625953e-78,0.629657435777833,0.992,0.991,5.69284280383699e-74,"Fth1"
"Rab3c",1.65124895438578e-77,-0.668709005926377,0.46,0.736,2.4902485481092e-73,"Rab3c"
"S100a10",4.62437311629704e-76,0.361273133239199,0.158,0.007,6.97401709668756e-72,"S100a10"
"Lgi1",2.18021646101709e-74,0.392011968042504,0.32,0.088,3.28798444485987e-70,"Lgi1"
"C1ql2",5.93185593177304e-74,-0.821353481765221,0.041,0.296,8.94583193070693e-70,"C1ql2"
"Ebf2",2.38040614918483e-73,0.231210826283586,0.144,0.004,3.58989051358564e-69,"Ebf2"
"Ntng1",1.34041666568374e-72,0.512966582878344,0.562,0.262,2.02148237351764e-68,"Ntng1"
"Mgll",9.41489321499643e-72,0.754676237390422,0.399,0.16,1.41986004575361e-67,"Mgll"
"Syt1",1.35414586296449e-71,-0.713417248853716,0.805,0.907,2.04218737593675e-67,"Syt1"
"Rpl3",1.6936275360416e-71,0.579481163015449,0.968,0.988,2.55415968710433e-67,"Rpl3"
"Rpl23a",2.15371336347826e-71,0.572225698848748,0.964,0.953,3.24801512346156e-67,"Rpl23a"
"Cbln2",3.52620600198355e-71,0.754333038570959,0.251,0.053,5.3178712715914e-67,"Cbln2"
"Car10",1.0003053542082e-70,0.511319791505945,0.434,0.169,1.50856050468139e-66,"Car10"
"Ebf3",2.40940523435485e-69,0.393824327698428,0.254,0.055,3.63362403393054e-65,"Ebf3"
"Tnnt1",1.07725023508904e-68,-0.61240050293654,0.009,0.226,1.62460107953778e-64,"Tnnt1"
"Rbfox1",2.99866226631843e-68,0.599195132297755,0.659,0.399,4.52228256383483e-64,"Rbfox1"
"Lhx1",3.58647593858483e-68,-0.345391242920123,0.006,0.218,5.40876436297978e-64,"Lhx1"
"Igsf21",5.56586270319008e-68,-0.469488407627642,0.091,0.349,8.39387754268096e-64,"Igsf21"
"Reln",1.10495133283408e-67,-0.648603765457119,0.097,0.357,1.66637710504707e-63,"Reln"
"Thy1",9.03630439980199e-67,0.615159746104258,0.922,0.786,1.36276506653414e-62,"Thy1"
"Rpl36a",3.46203866295023e-66,0.572962304745603,0.899,0.822,5.22110050759524e-62,"Rpl36a"
"Tmem158",3.32841068670578e-65,0.406993504049219,0.304,0.089,5.01957615662099e-61,"Tmem158"
"Igf1",3.892484672296e-65,-0.386364038237287,0.03,0.255,5.87025613428959e-61,"Igf1"
"Golga7b",3.98803566025557e-65,0.43285475884364,0.527,0.262,6.01435657923142e-61,"Golga7b"
"C1ql3",1.4733962088953e-64,-0.550626953674742,0.034,0.258,2.222028822635e-60,"C1ql3"
"Pou4f2",4.84119192445668e-64,0.30429666484895,0.12,0.002,7.30100154127312e-60,"Pou4f2"
"Camk2b",1.65565687424416e-62,0.561062035891179,0.815,0.639,2.49689613204761e-58,"Camk2b"
"Timp2",1.99920080751897e-62,0.543655786369349,0.77,0.568,3.01499473781936e-58,"Timp2"
"Egfl7",2.17584842893771e-62,0.315126794900372,0.296,0.087,3.28139701568095e-58,"Egfl7"
"Ngb",5.34318437631428e-62,0.348186021829196,0.177,0.024,8.05805635791957e-58,"Ngb"
"Rps23",4.06379411216688e-61,0.544021887035917,0.952,0.944,6.12860790055887e-57,"Rps23"
"Hmgn1",1.10772245197285e-60,-0.62519374031856,0.462,0.685,1.67055622982025e-56,"Hmgn1"
"D430041D05Rik",1.76272948608498e-60,0.348203989173969,0.312,0.099,2.65837233796475e-56,"D430041D05Rik"
"Gabbr1",2.45447677171931e-60,0.558937536979889,0.891,0.77,3.70159641942989e-56,"Gabbr1"
"Ube2ql1",2.78775203511169e-60,0.415782930335709,0.517,0.24,4.20420884415194e-56,"Ube2ql1"
"Cbarp",2.89744634455516e-60,0.541809258646316,0.881,0.74,4.36963883222364e-56,"Cbarp"
"Faim2",7.25444894092222e-60,0.543765158640488,0.897,0.759,1.09404344478048e-55,"Faim2"
"Scn3a",1.19820058669096e-59,0.626753969097689,0.441,0.207,1.80700630478863e-55,"Scn3a"
"Rps8",1.62755460113172e-59,0.556845008666151,0.95,0.937,2.45451509396674e-55,"Rps8"
"Gabrr2",2.61817055328132e-59,-0.429116105531038,0.002,0.184,3.94846301140356e-55,"Gabrr2"
"Rps27a",6.9864162909563e-59,0.530637390856424,0.951,0.959,1.05362144083912e-54,"Rps27a"
"Ahi1",7.52065508904559e-59,0.774628832174815,0.856,0.739,1.13418999397897e-54,"Ahi1"
"Gabrb1",1.01400872738641e-58,0.474911057796686,0.483,0.243,1.52922656177144e-54,"Gabrb1"
"Chrna3",9.75518033736274e-58,-0.310255874999031,0.005,0.187,1.47117874667768e-53,"Chrna3"
"Meis2",1.65443051743716e-57,-0.487144728698934,0.207,0.499,2.49504666334698e-53,"Meis2"
"Kcnd3",2.01170051073167e-57,0.690268576118436,0.316,0.113,3.03384554023443e-53,"Kcnd3"
"Socs2",2.58775240578756e-57,0.24505656902643,0.166,0.023,3.90258940316822e-53,"Socs2"
"Rps3a1",2.82303424132545e-57,0.530296469673771,0.941,0.913,4.2574179393429e-53,"Rps3a1"
"Adgrb1",3.09926326610713e-57,-0.632925430438073,0.445,0.652,4.67399893161616e-53,"Adgrb1"
"Rpl17",1.80256233792118e-56,0.533406524289212,0.946,0.942,2.71844426181893e-52,"Rpl17"
"Pnoc",2.38194363082648e-56,-0.384773397285486,0.026,0.223,3.59220918964942e-52,"Pnoc"
"Ncdn",3.01959264555116e-56,0.63483022467322,0.844,0.699,4.55384766875571e-52,"Ncdn"
"Ank2",3.37517407137046e-56,0.4947968568688,0.789,0.572,5.09010001703378e-52,"Ank2"
"2310009B15Rik",4.67641695099404e-56,0.42573390304972,0.454,0.223,7.0525044037941e-52,"2310009B15Rik"
"Atp8a1",7.60309734705765e-56,0.431403668084589,0.434,0.206,1.14662311090976e-51,"Atp8a1"
"Rpl37",8.33760824071287e-56,0.560774981633722,0.972,0.968,1.25739469878191e-51,"Rpl37"
"Rnf152",8.61873820984475e-56,-0.477311486248117,0.209,0.46,1.29979190942669e-51,"Rnf152"
"Cdk17",8.92473050322793e-56,0.326091884852609,0.28,0.087,1.3459386071918e-51,"Cdk17"
"Cntn1",9.22974734603714e-56,0.429959470419443,0.691,0.425,1.39193819725586e-51,"Cntn1"
"Pdzrn4",1.32020544147079e-55,0.267844024314236,0.221,0.052,1.9910018262821e-51,"Pdzrn4"
"mt-Nd1",3.29351259578808e-55,0.512195457085445,0.998,1,4.96694634570801e-51,"mt-Nd1"
"Pla2g5",1.46133022096407e-54,-0.289692936445166,0.004,0.176,2.20383210623591e-50,"Pla2g5"
"Dynll1",4.47334458285326e-54,0.550659341447157,0.898,0.797,6.74625096540101e-50,"Dynll1"
"Pls3",6.66087728394984e-54,0.339340004930274,0.272,0.084,1.00452690319248e-49,"Pls3"
"Chrna6",3.88418039935333e-53,-0.340673465527946,0.005,0.174,5.85773246026476e-49,"Chrna6"
"Runx1t1",4.09547398249872e-53,0.421543815805131,0.423,0.199,6.17638431300632e-49,"Runx1t1"
"Camkv",1.09110766725758e-52,0.434827862092292,0.46,0.228,1.64549947299116e-48,"Camkv"
"Pdgfa",1.15360856143013e-52,0.417899329158137,0.521,0.286,1.73975707149278e-48,"Pdgfa"
"Tmtc1",1.30085981966342e-52,0.366406005325451,0.28,0.093,1.9618266940344e-48,"Tmtc1"
"Ppp3r1",3.17333076867937e-52,0.559213014079458,0.758,0.583,4.78570013224536e-48,"Ppp3r1"
"Rps5",3.56174618835693e-52,0.495955970874679,0.934,0.916,5.37146942666108e-48,"Rps5"
"Lypd6",6.99313098258235e-52,-0.446865925517062,0.102,0.324,1.05463408348324e-47,"Lypd6"
"Tenm2",7.1725115755753e-52,0.504543485037969,0.6,0.366,1.08168647071251e-47,"Tenm2"
"Lynx1",8.67936024750246e-52,0.450537923192466,0.712,0.452,1.30893431892585e-47,"Lynx1"
"Miat",9.92277449332811e-52,0.388558673457156,0.45,0.219,1.49645362133881e-47,"Miat"
"Pax7",1.19004226243081e-51,-0.303850465778561,0.001,0.161,1.79470273597191e-47,"Pax7"
"Nnat",1.34996895850446e-51,-0.726080663642823,0.155,0.386,2.03588818632057e-47,"Nnat"
"Kcna2",1.97623433603738e-51,0.474611867241116,0.689,0.448,2.98035900217797e-47,"Kcna2"
"Rps15a",2.1587237098847e-51,0.521705337709121,0.894,0.843,3.25557122687712e-47,"Rps15a"
"Ctxn1",5.24389144825096e-51,0.501094561843064,0.319,0.125,7.90831269310727e-47,"Ctxn1"
"Lhx5",6.73791801422144e-51,-0.244136404383716,0.008,0.174,1.01614541572474e-46,"Lhx5"
"Rps27",6.75750837854982e-51,0.544922238738635,0.957,0.958,1.0190998385691e-46,"Rps27"
"Ttc3",9.91596108198124e-51,0.461233704995557,0.982,0.968,1.49542609077359e-46,"Ttc3"
"Nrtn",5.79564421857214e-50,-0.321901709829296,0.04,0.23,8.74041104602864e-46,"Nrtn"
"Rpl32",7.21594592173435e-50,0.512318801740486,0.956,0.945,1.08823680445676e-45,"Rpl32"
"Cdh7",7.1532525385902e-49,0.242627486429195,0.191,0.043,1.07878201534479e-44,"Cdh7"
"Rplp1",8.65923663464558e-49,0.516376598348086,0.961,0.941,1.3058994768709e-44,"Rplp1"
"Pnmal2",1.50004900084834e-48,0.492674195842293,0.848,0.735,2.26222389817938e-44,"Pnmal2"
"Rps16",1.67688487328929e-48,0.486245254495349,0.921,0.894,2.52891007740758e-44,"Rps16"
"Rpl11",1.68446475768513e-48,0.462414737627824,0.957,0.949,2.54034130106494e-44,"Rpl11"
"Stmn2",2.05254850685512e-48,0.527542271267557,0.882,0.799,3.09544840318821e-44,"Stmn2"
"Scn1b",3.17559618869982e-48,0.438806665422236,0.724,0.486,4.7891166121782e-44,"Scn1b"
"Rpl13",4.32829993014068e-48,0.420704132114123,0.971,0.979,6.52750912464516e-44,"Rpl13"
"Camk4",6.18647831346662e-48,0.404455836232512,0.452,0.227,9.32982794453901e-44,"Camk4"
"Slc30a3",7.46202058782063e-48,-0.312817742084416,0.003,0.155,1.12534732484923e-43,"Slc30a3"
"Hopx",1.03862176345607e-47,-0.484374789494102,0.064,0.257,1.5663454814681e-43,"Hopx"
"Nrbp2",3.1751348342914e-47,0.40433054713212,0.353,0.156,4.78842084359486e-43,"Nrbp2"
"Vamp1",3.78153670012343e-47,0.388798565797755,0.486,0.24,5.70293549745615e-43,"Vamp1"
"Ypel3",7.37456731045729e-47,0.486038387245407,0.958,0.954,1.11215849609006e-42,"Ypel3"
"Camta1",1.01737743436023e-46,0.457371765221545,0.87,0.739,1.53430690875867e-42,"Camta1"
"Camk2n1",1.99272402149416e-46,0.635661288095028,0.8,0.679,3.00522709681534e-42,"Camk2n1"
"Cck",2.02818997640751e-46,0.657842054707948,0.213,0.058,3.05871330342016e-42,"Cck"
"Syndig1l",2.05169360047359e-46,-0.328167868184614,0.047,0.23,3.09415911887423e-42,"Syndig1l"
"Mmp17",3.3269285678699e-46,0.251873429715265,0.226,0.065,5.01734097320459e-42,"Mmp17"
"mt-Cytb",4.1699846886671e-46,0.436998064603469,0.994,0.995,6.28875390897885e-42,"mt-Cytb"
"Pcsk1n",7.01209798619774e-46,0.417294079235254,0.988,0.981,1.05749449729848e-41,"Pcsk1n"
"A230065H16Rik",9.17747089572357e-46,0.283712633374628,0.154,0.028,1.38405438578407e-41,"A230065H16Rik"
"Camk2a",1.76492926498903e-45,0.494344469761742,0.461,0.255,2.66168982452996e-41,"Camk2a"
"Hpca",5.98662546540935e-45,0.453744283868247,0.534,0.324,9.02842986438384e-41,"Hpca"
"Fam19a5",8.34642089642267e-45,0.36921040687583,0.487,0.262,1.2587237353895e-40,"Fam19a5"
"mt-Nd4",9.20512556304025e-45,0.421119527484556,0.994,0.992,1.3882249861621e-40,"mt-Nd4"
"Gabra5",9.71902535869022e-45,0.261400329447266,0.211,0.06,1.46572621434407e-40,"Gabra5"
"Rpl14",1.5249489453293e-44,0.474136989320637,0.949,0.958,2.29977550445112e-40,"Rpl14"
"Gabrb3",1.87984596317768e-44,0.472645319474703,0.58,0.379,2.83499569706826e-40,"Gabrb3"
"Ets2",2.49168643540806e-44,0.276874910549137,0.272,0.098,3.7577123132389e-40,"Ets2"
"Fstl5",3.48458870865504e-44,0.250415729558656,0.231,0.071,5.25510823152267e-40,"Fstl5"
"Chst1",5.87737474744921e-44,0.353435907677119,0.467,0.253,8.86366885662816e-40,"Chst1"
"Marcksl1",6.66701148108338e-44,-0.728626217313195,0.534,0.68,1.00545200146218e-39,"Marcksl1"
"Rpl24",9.16163934561467e-44,0.428689695953702,0.956,0.946,1.38166682971215e-39,"Rpl24"
"Gabra4",9.45537259185439e-44,0.273325843468066,0.186,0.047,1.42596474057756e-39,"Gabra4"
"Rpl9",1.07121004754439e-43,0.441438123862093,0.964,0.983,1.6154918727017e-39,"Rpl9"
"Ar",1.56618396510275e-43,0.241585899403919,0.224,0.068,2.36196203777146e-39,"Ar"
"Pex5l",2.76757170722902e-43,0.32906831635628,0.223,0.07,4.17377489167208e-39,"Pex5l"
"Ptprz1",3.31119577387641e-43,0.225434751066625,0.182,0.044,4.99361434658301e-39,"Ptprz1"
"Cdh13",4.43076618742639e-43,0.49562322873578,0.429,0.227,6.68203848725773e-39,"Cdh13"
"Rps21",9.74686102386673e-42,0.494476379588207,0.89,0.824,1.46992411100934e-37,"Rps21"
"Ywhah",1.00151577236737e-41,0.454041373579464,0.914,0.871,1.51038593630723e-37,"Ywhah"
"Myt1l",1.03811089116769e-41,0.452281028919566,0.611,0.415,1.56557503496999e-37,"Myt1l"
"Parm1",1.16133346058906e-41,-0.425772444014942,0.179,0.391,1.75140699191437e-37,"Parm1"
"Bdnf",1.24046214170756e-41,0.279542614123841,0.206,0.061,1.87074095590918e-37,"Bdnf"
"Chrnb3",1.91601373833931e-41,-0.354658654679394,0.008,0.146,2.88954031878951e-37,"Chrnb3"
"Zmat4",2.16815308451035e-41,-0.368296593702764,0.185,0.404,3.26979166675007e-37,"Zmat4"
"Rps11",3.10804882020386e-41,0.436827258581923,0.946,0.937,4.68724842574944e-37,"Rps11"
"Adgrb2",3.94382339042775e-41,0.375945607685307,0.458,0.258,5.94768005510409e-37,"Adgrb2"
"Scrn1",5.6961902187086e-41,0.335928603914253,0.532,0.306,8.59042446883444e-37,"Scrn1"
"Arpc5l",9.09372393106065e-41,0.420722159760185,0.749,0.594,1.37142450604326e-36,"Arpc5l"
"Sez6",1.60006750655587e-40,0.40755085683657,0.331,0.151,2.41306180663691e-36,"Sez6"
"Fkbp1a",1.93962566212738e-40,0.443644104032287,0.882,0.81,2.9251494610543e-36,"Fkbp1a"
"Rps4x",2.57159536143914e-40,0.470050901225567,0.914,0.891,3.87822296458637e-36,"Rps4x"
"Fibcd1",3.26475493527488e-40,-0.35299913346665,0.045,0.209,4.92357691788805e-36,"Fibcd1"
"Kcnc2",3.38554082707345e-40,0.471432947062945,0.413,0.221,5.10573412130946e-36,"Kcnc2"
"Cbln4",3.53359119040807e-40,-0.436992146346533,0.057,0.222,5.32900887425441e-36,"Cbln4"
"Pbx1",3.70141110509748e-40,0.507848309851888,0.67,0.505,5.58209808759751e-36,"Pbx1"
"Pdzd2",7.01254964150131e-40,-0.455138282132127,0.161,0.357,1.05756261143481e-35,"Pdzd2"
"Bend6",9.34135451219591e-40,0.44741026216024,0.691,0.505,1.40876967398427e-35,"Bend6"
"Igsf3",1.58438698243939e-39,-0.49306008987923,0.273,0.464,2.38941400821684e-35,"Igsf3"
"Pole4",5.45034773881591e-39,0.343734880697436,0.445,0.247,8.21966942490828e-35,"Pole4"
"Rpl41",7.83316695301557e-39,0.465183460107923,0.981,0.994,1.18131990818428e-34,"Rpl41"
"Car11",9.91460488084505e-39,0.40253489312132,0.573,0.383,1.49522156208024e-34,"Car11"
"Rps7",1.17301647791524e-38,0.447090601393177,0.946,0.94,1.76902615034397e-34,"Rps7"
"Kif5c",2.21558757231283e-38,0.378214290679905,0.726,0.539,3.34132761780498e-34,"Kif5c"
"Sema6a",3.11066545464397e-38,0.336310999622459,0.34,0.162,4.69119457214857e-34,"Sema6a"
"Eif4a2",3.3265382196708e-38,0.492974939559167,0.927,0.894,5.01675228908553e-34,"Eif4a2"
"Uncx",3.75856060110909e-38,-0.211273621015354,0.011,0.142,5.66828524253262e-34,"Uncx"
"Map1a",4.31163465275738e-38,0.332831605385195,0.627,0.411,6.5023762198234e-34,"Map1a"
"Rpl19",5.40547062939703e-38,0.42609083609174,0.921,0.914,8.15199025619366e-34,"Rpl19"
"Zfpm2",1.04803890239316e-37,-0.2010134101619,0.019,0.158,1.58054746869912e-33,"Zfpm2"
"Prkar1b",1.36341187564253e-37,0.434973281963038,0.801,0.674,2.0561614496565e-33,"Prkar1b"
"Tuba4a",1.39077526357995e-37,0.375729601035725,0.627,0.428,2.09742817500492e-33,"Tuba4a"
"Rps15",2.805393075428e-37,0.425999342329523,0.907,0.878,4.23081329705297e-33,"Rps15"
"Resp18",3.99878079728185e-37,0.440258729165335,0.627,0.425,6.03056132038075e-33,"Resp18"
"Tuba1b",6.2847666234277e-37,0.425991605654044,0.829,0.695,9.47805654479131e-33,"Tuba1b"
"Adam11",6.878953373066e-37,0.28272725514354,0.381,0.19,1.03741495819208e-32,"Adam11"
"Foxp2",6.94695543174627e-37,-0.353237883743515,0.161,0.366,1.04767034866166e-32,"Foxp2"
"Vwc2",7.18704803164917e-37,0.245628037132666,0.221,0.076,1.08387871365301e-32,"Vwc2"
"Syt11",1.72029486659374e-36,0.387087000182883,0.929,0.852,2.59437668831003e-32,"Syt11"
"Asic2",1.77723910975813e-36,0.255015931410066,0.275,0.112,2.68025430142624e-32,"Asic2"
"Rps14",2.31308724104801e-36,0.369767169225921,0.965,0.98,3.48836686822451e-32,"Rps14"
"Vsnl1",2.66125539185704e-36,0.457812398023298,0.848,0.753,4.01343925645961e-32,"Vsnl1"
"Rims3",2.6893279409898e-36,0.346061996862875,0.452,0.264,4.05577546780672e-32,"Rims3"
"Nacc2",3.00726902018977e-36,0.347397117996678,0.482,0.282,4.5352624093482e-32,"Nacc2"
"Tmem130",3.19629751809081e-36,0.444430702024083,0.799,0.642,4.82033628703274e-32,"Tmem130"
"Rps3",3.58633220328103e-36,0.403898232916104,0.926,0.902,5.40854759576812e-32,"Rps3"
"Nkd2",4.31634268812886e-36,-0.242039463548136,0.025,0.162,6.50947640796713e-32,"Nkd2"
"Snca",4.98410364942503e-36,0.553177949277006,0.583,0.397,7.51652671369789e-32,"Snca"
"Sorl1",5.38320029395513e-36,0.398385766401104,0.469,0.27,8.11840436331374e-32,"Sorl1"
"Cx3cl1",5.42394492517843e-36,0.406972014630726,0.711,0.538,8.17985134166159e-32,"Cx3cl1"
"Disp2",5.46124078225649e-36,0.41818195360659,0.82,0.661,8.23609722372101e-32,"Disp2"
"Matk",1.18330799018675e-35,0.353139997412239,0.631,0.443,1.78454678000063e-31,"Matk"
"Clstn3",1.21964547263233e-35,0.330936195942358,0.693,0.488,1.83934733727682e-31,"Clstn3"
"Mt3",1.25614583709011e-35,0.499086753044028,0.826,0.705,1.8943935369156e-31,"Mt3"
"Eef1g",2.5399572170916e-35,0.446071173170596,0.901,0.861,3.83050947909585e-31,"Eef1g"
"Tspan7",2.95211504398148e-35,0.388607239249288,0.881,0.77,4.45208469782847e-31,"Tspan7"
"Fau",5.03173948306626e-35,0.39870194191573,0.939,0.951,7.58836631441222e-31,"Fau"
"Rasgef1a",5.10332688711077e-35,0.290267209154499,0.419,0.227,7.69632727845175e-31,"Rasgef1a"
"Nap1l5",6.03005304890194e-35,0.451072867032311,0.971,0.961,9.09392300304902e-31,"Nap1l5"
"Rpl8",6.0744101593162e-35,0.403071543829248,0.936,0.938,9.16081796126476e-31,"Rpl8"
"mt-Nd2",8.62089732497715e-35,0.374885720267508,0.971,0.956,1.3001175255798e-30,"mt-Nd2"
"Gnas",8.73409087933581e-35,0.35532633373628,0.977,0.953,1.31718824551263e-30,"Gnas"
"Fut9",9.48929296366106e-35,0.351506925015203,0.555,0.348,1.43108027184972e-30,"Fut9"
