"","PatchSeq.p_val","PatchSeq.avg_log2FC","PatchSeq.pct.1","PatchSeq.pct.2","PatchSeq.p_val_adj","gene"
"Epor",0.190190179780495,0.443409318986407,0.12,0.074,1,"Epor"
"Lypla2",0.190245159507622,0.210936426064244,0.65,0.529,1,"Lypla2"
"Rabif",0.190324884757221,-0.203182165370355,0.444,0.507,1,"Rabif"
"Gtf2e1",0.190379367687022,0.258190318332019,0.248,0.184,1,"Gtf2e1"
"Nagpa",0.190444950198279,0.220597732726273,0.197,0.132,1,"Nagpa"
"Ctsz",0.190537831803294,-0.235886433741319,0.299,0.382,1,"Ctsz"
"Gm6419",0.190772359095533,0.272268545185323,0.205,0.147,1,"Gm6419"
"Rlim",0.190852716250651,0.215001349636692,0.53,0.471,1,"Rlim"
"Gabrr2",0.190900060439709,-0.533134905304622,0.137,0.184,1,"Gabrr2"
"Tsc2",0.190907093544053,0.250764923648542,0.453,0.412,1,"Tsc2"
"Fabp7",0.191214811064569,-0.2929473184036,0.239,0.301,1,"Fabp7"
"2810025M15Rik",0.191299108150848,0.30135235438947,0.274,0.213,1,"2810025M15Rik"
"Rpl6l",0.191339325793536,0.214843333565793,0.12,0.074,1,"Rpl6l"
"Tcaim",0.191351974865056,0.23579267732728,0.299,0.228,1,"Tcaim"
"Cgref1",0.191353662906128,-0.247974917938584,0.35,0.404,1,"Cgref1"
"Gm43665",0.191592549137085,0.296046538619851,0.145,0.096,1,"Gm43665"
"Pccb",0.19171059132017,0.220521773661152,0.487,0.412,1,"Pccb"
"Tmem109",0.191765153015828,0.297610513575287,0.325,0.257,1,"Tmem109"
"4921501I09Rik",0.191782216581278,-0.246583984239195,0.376,0.434,1,"4921501I09Rik"
"Dusp28",0.191913702761991,0.273547971675177,0.368,0.301,1,"Dusp28"
"Kcnh6",0.191965464552762,0.245224873305077,0.231,0.169,1,"Kcnh6"
"Gm6249",0.191965464552762,0.227667382814015,0.231,0.169,1,"Gm6249"
"Ccn3",0.192106008489599,-0.230726619769461,0.171,0.235,1,"Ccn3"
"Mzt1",0.192147712567569,0.211341603471565,0.692,0.588,1,"Mzt1"
"Alg5",0.192299390272749,0.316650732905318,0.299,0.243,1,"Alg5"
"Gm20717",0.192343620557821,0.227161620449949,0.145,0.088,1,"Gm20717"
"Zcchc3",0.192472465727741,-0.214675142130971,0.197,0.265,1,"Zcchc3"
"Dynlt2b",0.192895046361589,0.208477075631095,0.47,0.375,1,"Dynlt2b"
"Alms1-ps1",0.192953297968645,0.254098398044821,0.103,0.059,1,"Alms1-ps1"
"Ccnb2",0.192954181679239,0.320154739334211,0.137,0.088,1,"Ccnb2"
"Atp8b2",0.193033903232881,0.3767786162633,0.35,0.309,1,"Atp8b2"
"Abhd4",0.193318200164058,0.27803089328802,0.368,0.301,1,"Abhd4"
"Klhl36",0.193439459011709,0.306386619516935,0.205,0.147,1,"Klhl36"
"Naaa",0.193576015268248,0.234450535466177,0.282,0.213,1,"Naaa"
"Gm48342",0.193603291595598,0.207200214939604,0.496,0.456,1,"Gm48342"
"Armc7",0.193652928750489,0.284046590464246,0.12,0.074,1,"Armc7"
"Gm43047",0.193690238173059,0.264031423998292,0.128,0.081,1,"Gm43047"
"Lamc2",0.193784376085599,0.243177761337135,0.154,0.103,1,"Lamc2"
"Smyd5",0.193809753935267,0.253673724133909,0.308,0.235,1,"Smyd5"
"Gm43889",0.193875204337509,0.266270236391839,0.291,0.228,1,"Gm43889"
"Glb1l",0.194166007104334,0.318679899403924,0.188,0.132,1,"Glb1l"
"Rpl30-ps9",0.194215469489268,0.257044783421274,0.103,0.059,1,"Rpl30-ps9"
"Fbxo27",0.19430121008619,0.239539691351737,0.222,0.154,1,"Fbxo27"
"Zfp518a",0.194612894574913,-0.237511224253665,0.171,0.235,1,"Zfp518a"
"Selenon",0.194628218668272,-0.264402625590155,0.214,0.279,1,"Selenon"
"Nit1",0.194631567934333,0.206461202344488,0.538,0.463,1,"Nit1"
"Ccar2",0.194642103352903,0.261099526678183,0.504,0.463,1,"Ccar2"
"Gm9349",0.194813678082777,0.264274126884829,0.128,0.081,1,"Gm9349"
"Tcta",0.194886992930162,0.250421511685588,0.308,0.228,1,"Tcta"
"Wnt7a",0.195072634246025,0.20116943731374,0.111,0.066,1,"Wnt7a"
"Gm48324",0.195126458114403,0.208313194578718,0.137,0.088,1,"Gm48324"
"Mettl1",0.19516060688234,0.235266989354027,0.368,0.294,1,"Mettl1"
"Nudt19",0.195244116205723,0.218752034324004,0.496,0.39,1,"Nudt19"
"Slc35e3",0.195269930134706,0.259230435028513,0.274,0.206,1,"Slc35e3"
"Gm12362",0.195483690053663,0.23296805222263,0.103,0.059,1,"Gm12362"
"Ano5",0.195584420281383,0.233256267397373,0.436,0.375,1,"Ano5"
"Brd3os",0.195588876806048,0.257109770707095,0.35,0.287,1,"Brd3os"
"Gm20149",0.195757512878523,0.255149276126951,0.376,0.316,1,"Gm20149"
"Pgr",0.195899880815287,0.203163125769685,0.479,0.404,1,"Pgr"
"Filip1l",0.19590990477961,0.235848434497233,0.179,0.125,1,"Filip1l"
"Tsga10ip",0.195941890558341,-0.296208422872762,0.077,0.125,1,"Tsga10ip"
"4930590J08Rik",0.195949262878876,0.276576767249458,0.316,0.257,1,"4930590J08Rik"
"B130034C11Rik",0.195987008031922,-0.266089868528835,0.068,0.118,1,"B130034C11Rik"
"Gusb",0.196014080664578,0.221665130398237,0.342,0.265,1,"Gusb"
"Phf1",0.196059156757846,0.226181443748999,0.419,0.353,1,"Phf1"
"C330018D20Rik",0.196089090809679,-0.236943330555299,0.085,0.14,1,"C330018D20Rik"
"Gm44761",0.196133842845091,0.245043952484033,0.205,0.147,1,"Gm44761"
"Myo5c",0.196160097765406,-0.247457811091251,0.103,0.154,1,"Myo5c"
"Gm44587",0.196290556064881,0.262245441099099,0.111,0.066,1,"Gm44587"
"Pias3",0.196311868623758,0.222605873134534,0.359,0.287,1,"Pias3"
"Pon3",0.196344812939359,0.249873548844074,0.162,0.11,1,"Pon3"
"Slc27a4",0.196542174079867,0.200536735601436,0.564,0.463,1,"Slc27a4"
"Gal3st1",0.196587565846396,-0.363863153628896,0.222,0.272,1,"Gal3st1"
"Gm6598",0.196757971368503,0.219380544758452,0.103,0.059,1,"Gm6598"
"Gm42858",0.196757971368503,0.211054426095243,0.103,0.059,1,"Gm42858"
"Rpl36-ps3",0.196889505868515,0.210861611586382,0.197,0.132,1,"Rpl36-ps3"
"Usp49",0.197074883760984,-0.201887284867184,0.077,0.125,1,"Usp49"
"Rrm1",0.19716160310566,0.316971021434352,0.325,0.265,1,"Rrm1"
"Pold3",0.197185186463211,0.20910909785713,0.436,0.36,1,"Pold3"
"Slc7a4",0.197243671630235,0.219147025938698,0.41,0.309,1,"Slc7a4"
"Zfp354b",0.197316615368089,0.307537735399115,0.137,0.088,1,"Zfp354b"
"BB365896",0.197316615368089,0.258953854384179,0.137,0.088,1,"BB365896"
"Gm46516",0.197316615368089,-0.204746360888279,0.085,0.132,1,"Gm46516"
"Catsper3",0.197353280385814,0.314590846861252,0.162,0.11,1,"Catsper3"
"Fbxl15",0.197425100810997,0.240106305541105,0.436,0.338,1,"Fbxl15"
"Gm10823",0.197514039345712,0.20852956787319,0.111,0.066,1,"Gm10823"
"Adprm",0.197516783435248,0.267942126101868,0.282,0.213,1,"Adprm"
"5430416N02Rik",0.197632813468584,0.276198973106899,0.222,0.162,1,"5430416N02Rik"
"Gm45441",0.197632813468584,-0.291737855742576,0.154,0.221,1,"Gm45441"
"Upk3bl",0.197640129048061,0.251362506756397,0.197,0.14,1,"Upk3bl"
"Grn",0.197663417886955,0.203196890537639,0.376,0.287,1,"Grn"
"Gm26834",0.197909732639042,0.252774980102213,0.154,0.103,1,"Gm26834"
"Cxcl2",0.197931185828161,0.302425009703054,0.145,0.096,1,"Cxcl2"
"Tgif2",0.197993173317413,-0.244211516338601,0.094,0.147,1,"Tgif2"
"Trhr",0.198205671672327,-0.242524866371944,0.103,0.154,1,"Trhr"
"1110046J04Rik",0.198212665784085,-0.238786358926089,0.077,0.125,1,"1110046J04Rik"
"Mtnr1a",0.198365533779628,0.266459358266817,0.162,0.11,1,"Mtnr1a"
"Gm26653",0.198385882474416,0.252369614268845,0.41,0.316,1,"Gm26653"
"1700003E16Rik",0.198510637082197,0.314444240493377,0.222,0.162,1,"1700003E16Rik"
"4732487G21Rik",0.198743094205653,0.277359233301172,0.111,0.066,1,"4732487G21Rik"
"Ndufaf3",0.198834752330033,0.209685319612873,0.547,0.441,1,"Ndufaf3"
"Gm28370",0.198855622988643,0.261910264910699,0.205,0.147,1,"Gm28370"
"Gm28360",0.199002370989361,0.20163327462443,0.145,0.096,1,"Gm28360"
"Emsy",0.199009192639856,0.217540496301305,0.556,0.5,1,"Emsy"
"Gm33989",0.19906300162081,-0.253994996021993,0.248,0.309,1,"Gm33989"
"Gm3739",0.199166721775323,0.202132898522076,0.316,0.235,1,"Gm3739"
"Gm28320",0.199996343117652,0.296709512084523,0.154,0.103,1,"Gm28320"
"Msrb2",0.200023914659955,0.276260666677009,0.274,0.213,1,"Msrb2"
"Ptpn14",0.200047190769286,0.228234149528672,0.239,0.184,1,"Ptpn14"
"Gm15246",0.200047190769286,0.333718137961086,0.239,0.184,1,"Gm15246"
"Tbx3os1",0.200106104417776,0.222945087826721,0.291,0.228,1,"Tbx3os1"
"Ier2",0.200119960913847,0.264120975019831,0.274,0.199,1,"Ier2"
"Plxdc1",0.200137136473633,0.262615385726748,0.53,0.5,1,"Plxdc1"
"Man1a",0.200216692871226,0.212241844364506,0.581,0.529,1,"Man1a"
"Gm14295",0.200302752869136,-0.202369071648911,0.111,0.169,1,"Gm14295"
"Mogat1",0.200502628322576,0.255959670753271,0.128,0.081,1,"Mogat1"
"Ntpcr",0.200781416355531,0.206366290276295,0.462,0.375,1,"Ntpcr"
"Scp2-ps2",0.200928985038316,0.267016856941151,0.214,0.162,1,"Scp2-ps2"
"Gm22567",0.201073201049481,0.24296395887783,0.308,0.228,1,"Gm22567"
"Ccr5",0.201088485635313,-0.348263566299901,0.068,0.11,1,"Ccr5"
"Rxra",0.201180954602439,0.233529710076555,0.248,0.184,1,"Rxra"
"Cldn10",0.201347464927344,-0.200015188116266,0.197,0.265,1,"Cldn10"
"Padi4",0.201416511989806,-0.213783546717435,0.162,0.228,1,"Padi4"
"Chrac1",0.201470526998987,-0.20776202402754,0.385,0.471,1,"Chrac1"
"Zfp24",0.201658965651124,0.248015178540502,0.41,0.338,1,"Zfp24"
"Capg",0.20170849055412,-0.273155033692064,0.06,0.103,1,"Capg"
"Timm17b",0.201798974485798,0.215620193708859,0.385,0.309,1,"Timm17b"
"Asb15",0.201912266252777,0.216665012726678,0.12,0.074,1,"Asb15"
"Gm20937",0.202050442873646,0.200226572813711,0.222,0.162,1,"Gm20937"
"Btg2",0.202081187338759,0.250374287542887,0.385,0.324,1,"Btg2"
"Rgs5",0.202303420770195,0.275909188730835,0.171,0.118,1,"Rgs5"
"Gm49748",0.202463788035245,0.38553852900739,0.111,0.066,1,"Gm49748"
"Rpsa-ps10",0.202543646857734,0.207250026219284,0.444,0.375,1,"Rpsa-ps10"
"Gm7105",0.202811841542849,0.232740846363502,0.128,0.081,1,"Gm7105"
"Gm24888",0.202935952019168,0.242080421765596,0.137,0.081,1,"Gm24888"
"Gm12744",0.202942540130667,0.257672329187276,0.231,0.154,1,"Gm12744"
"Gm36447",0.202942540130667,0.207818986847238,0.222,0.162,1,"Gm36447"
"Vstm2b",0.203006826492872,0.210490046168769,0.504,0.493,1,"Vstm2b"
"Zfp830",0.203248839659423,-0.31032401314795,0.137,0.191,1,"Zfp830"
"Rpusd1",0.203378740076566,0.234797214010633,0.462,0.368,1,"Rpusd1"
"Gm13267",0.203492315784512,0.222387043412157,0.197,0.132,1,"Gm13267"
"Iqce",0.203614586855132,0.244655960725662,0.342,0.279,1,"Iqce"
"Spns1",0.203687691209681,0.221106778823225,0.402,0.324,1,"Spns1"
"Gm5113",0.20394360900422,0.221079472420168,0.282,0.213,1,"Gm5113"
"Gm43670",0.20394360900422,0.227997605012691,0.282,0.213,1,"Gm43670"
"Drd1",0.203994954972975,-0.314893860466598,0.085,0.132,1,"Drd1"
"6330419E04Rik",0.204194782642358,0.291501478899552,0.197,0.14,1,"6330419E04Rik"
"Zfp647",0.204217669993397,0.257024367504631,0.154,0.103,1,"Zfp647"
"Gm14056",0.204264106176828,-0.219881273674513,0.06,0.103,1,"Gm14056"
"Mrps7",0.20430836025169,0.206373354045143,0.615,0.507,1,"Mrps7"
"Gm13066",0.20431861237327,0.294146349780226,0.171,0.118,1,"Gm13066"
"Gm12669",0.20436471190111,0.201253172310985,0.342,0.279,1,"Gm12669"
"C1qc",0.204420888678067,-0.224540519348648,0.342,0.412,1,"C1qc"
"Tars",0.204516898210089,0.231404359777943,0.462,0.404,1,"Tars"
"Nup85",0.204529480807281,0.208353935365067,0.496,0.412,1,"Nup85"
"Pick1",0.204953520312088,0.252996890732237,0.385,0.324,1,"Pick1"
"Sult2b1",0.205072278358157,-0.251242584043866,0.197,0.257,1,"Sult2b1"
"Otogl",0.205091879045411,-0.20884198640937,0.444,0.471,1,"Otogl"
"Ccdc27",0.205123817058016,0.285288018769388,0.137,0.088,1,"Ccdc27"
"Gm14443",0.205140367693224,-0.251268069950987,0.077,0.125,1,"Gm14443"
"Thap4",0.20519002269347,0.202544208880972,0.41,0.338,1,"Thap4"
"Gm50301",0.205283058221956,0.291334106958071,0.154,0.103,1,"Gm50301"
"Gm42517",0.205438215067572,0.346814581416738,0.214,0.162,1,"Gm42517"
"Alg3",0.205636038470602,0.262367782482244,0.222,0.162,1,"Alg3"
"A330032B11Rik",0.205753615437507,0.230152735388695,0.239,0.176,1,"A330032B11Rik"
"Ccl25",0.205881543184241,0.239261615681416,0.462,0.404,1,"Ccl25"
"S1pr5",0.206370910021208,-0.222288024918456,0.128,0.191,1,"S1pr5"
"Smpd1",0.206556354664156,0.204029954431604,0.538,0.441,1,"Smpd1"
"Slc31a1",0.20661850162813,0.233924945888979,0.402,0.338,1,"Slc31a1"
"Gm15506",0.206662480798921,0.205472780538704,0.274,0.206,1,"Gm15506"
"Gm49527",0.207000765011521,-0.278738832386544,0.239,0.294,1,"Gm49527"
"Zfp281",0.207014103937816,-0.211085329202407,0.308,0.382,1,"Zfp281"
"Lrp12",0.207256070473927,0.253504756496482,0.368,0.309,1,"Lrp12"
"Foxk1",0.207493871498083,0.208746634216753,0.256,0.191,1,"Foxk1"
"Gm17535",0.207507898474021,0.220876390243111,0.239,0.176,1,"Gm17535"
"1700019G24Rik",0.207568398097835,0.201172814064794,0.564,0.463,1,"1700019G24Rik"
"Tarbp1",0.207801712745893,0.234818197682779,0.299,0.235,1,"Tarbp1"
"Gm11652",0.207967060650372,0.256947144636384,0.12,0.074,1,"Gm11652"
"Gm12091",0.207967060650372,0.225876576970208,0.12,0.074,1,"Gm12091"
"Cdh9",0.208155749225739,0.305551094419269,0.342,0.287,1,"Cdh9"
"Gm43774",0.208501113904551,0.261978266684283,0.103,0.059,1,"Gm43774"
"Taf8",0.208503451026048,0.247483138048626,0.154,0.103,1,"Taf8"
"Hs3st3a1",0.20851748187601,-0.263597752152628,0.128,0.184,1,"Hs3st3a1"
"Pomc",0.208537637103184,0.276886615831789,0.137,0.088,1,"Pomc"
"Kcnv1",0.208669502025788,-0.232410899608978,0.077,0.125,1,"Kcnv1"
"Kif26a",0.208834197939916,0.264007470173882,0.145,0.096,1,"Kif26a"
"Vax2",0.208841130174934,0.215773201379839,0.359,0.287,1,"Vax2"
"3200001D21Rik",0.208854395503675,0.28753108516467,0.214,0.154,1,"3200001D21Rik"
"9030622O22Rik",0.208972564490265,0.202498789523064,0.197,0.14,1,"9030622O22Rik"
"Arv1",0.209267647560007,0.425894927433837,0.214,0.169,1,"Arv1"
"Zfp7",0.209445844478261,-0.213544781339172,0.06,0.103,1,"Zfp7"
"Dcpp2",0.209445844478261,-0.239016301097554,0.06,0.103,1,"Dcpp2"
"Ceacam2",0.20966763135216,0.24024116664334,0.179,0.125,1,"Ceacam2"
"Gm42970",0.20966763135216,0.215144180991496,0.179,0.125,1,"Gm42970"
"Gm13092",0.209751772163445,0.271845607194745,0.162,0.11,1,"Gm13092"
"Zbtb16",0.209965912775124,-0.21572446281252,0.419,0.478,1,"Zbtb16"
"Eln",0.210018875564178,0.206560197670311,0.205,0.147,1,"Eln"
"Pmm2",0.210051322828817,0.253513752675584,0.385,0.324,1,"Pmm2"
"Pyurf",0.210168157238311,-0.215146634113502,0.359,0.419,1,"Pyurf"
"Gm49299",0.210404243542982,0.241643201861794,0.385,0.301,1,"Gm49299"
"Ikzf3",0.210451727215485,0.245266109876861,0.171,0.118,1,"Ikzf3"
"B230398E01Rik",0.210487644817441,0.359736137814843,0.188,0.132,1,"B230398E01Rik"
"Rfng",0.210536528782501,0.203468287305243,0.504,0.441,1,"Rfng"
"Rpl27-ps3",0.211007250660341,0.23166280742297,0.291,0.235,1,"Rpl27-ps3"
"Zfp626",0.211046575326119,0.228698504531336,0.128,0.081,1,"Zfp626"
"Gm10175",0.21104896529797,-0.20773505589229,0.171,0.235,1,"Gm10175"
"Osbpl5",0.211171825988372,0.255028575686942,0.35,0.287,1,"Osbpl5"
"Gm48163",0.211206451458722,0.221537371397156,0.342,0.279,1,"Gm48163"
"Ak2",0.211599020945327,0.225873507559319,0.393,0.324,1,"Ak2"
"Amz1",0.211599020945327,-0.210866956094162,0.316,0.39,1,"Amz1"
"Sema4b",0.211658789662557,0.211374546744179,0.41,0.338,1,"Sema4b"
"Fgd2",0.211992449115497,0.236629572665551,0.137,0.088,1,"Fgd2"
"Gm43737",0.211992449115497,-0.233393274538614,0.085,0.132,1,"Gm43737"
"Mob3b",0.211997342812992,-0.256900776807721,0.376,0.419,1,"Mob3b"
"Cotl1",0.212022826685806,0.200354133824176,0.59,0.5,1,"Cotl1"
"Etv4",0.212072126662672,-0.231774780536167,0.06,0.103,1,"Etv4"
"Taf5",0.212216485228699,0.258247770763534,0.265,0.206,1,"Taf5"
"Rpsa-ps1",0.212262208379359,-0.229512160884579,0.111,0.162,1,"Rpsa-ps1"
"Tmem196",0.212315211168865,0.207407591576994,0.444,0.375,1,"Tmem196"
"Gm14493",0.212407806000609,-0.238983288894993,0.325,0.397,1,"Gm14493"
"Txndc5",0.2124441139056,0.23617643668228,0.436,0.39,1,"Txndc5"
"Kiz",0.212821727248611,0.230751649180151,0.47,0.404,1,"Kiz"
"Gm10051",0.212854050551969,0.233959235945267,0.154,0.103,1,"Gm10051"
"Gm17108",0.213139596240226,0.229468632925718,0.188,0.125,1,"Gm17108"
"Cip2a",0.213153193238099,0.206662581982955,0.137,0.088,1,"Cip2a"
"Cttnbp2nl",0.213300275695152,0.226145005235383,0.359,0.294,1,"Cttnbp2nl"
"Gzf1",0.213524350838086,-0.211889895089839,0.35,0.419,1,"Gzf1"
"Hax1",0.213695815449999,0.214825348655088,0.521,0.397,1,"Hax1"
"Nol4l",0.213930599137707,0.239761710588664,0.581,0.551,1,"Nol4l"
"Gm9892",0.214051699667357,0.206465250253319,0.316,0.243,1,"Gm9892"
"Gm11998",0.214374058840916,-0.25620001729591,0.111,0.162,1,"Gm11998"
"Tarsl2",0.214433904332605,0.2085670708813,0.496,0.441,1,"Tarsl2"
"Gm20342",0.214783829360788,0.207961790342184,0.265,0.206,1,"Gm20342"
"Tpi-rs11",0.214783829360788,-0.221054335949395,0.197,0.265,1,"Tpi-rs11"
"Umps",0.214801809701119,0.246092835318734,0.222,0.162,1,"Umps"
"Zfp942",0.215152503845065,0.21300117377458,0.385,0.316,1,"Zfp942"
"Ubtd1",0.215317138883506,0.297520311831488,0.256,0.199,1,"Ubtd1"
"Tmem74b",0.215435647609034,-0.321504448099379,0.111,0.162,1,"Tmem74b"
"Parp12",0.215488430366035,-0.213258614769526,0.085,0.132,1,"Parp12"
"Rxrg",0.215536487016325,0.224612307285518,0.239,0.176,1,"Rxrg"
"Med31",0.215700528882471,-0.222520951578863,0.342,0.426,1,"Med31"
"Suox",0.215859344084967,0.202207109194685,0.128,0.081,1,"Suox"
"Ephb4",0.216135896603665,-0.232230764507421,0.171,0.228,1,"Ephb4"
"Zfp273",0.216158374791973,0.234233079231784,0.162,0.11,1,"Zfp273"
"4933424G05Rik",0.216158374791973,0.206662239419742,0.162,0.11,1,"4933424G05Rik"
"Drc1",0.216684390007857,0.297576630966419,0.239,0.184,1,"Drc1"
"Snip1",0.216865356017963,-0.255817371227899,0.179,0.243,1,"Snip1"
"Nom1",0.216983855078078,0.200333110683494,0.487,0.441,1,"Nom1"
"H2-Q2",0.217135269732579,-0.231269878027713,0.179,0.235,1,"H2-Q2"
"Gm12802",0.217807269908188,0.248896711952372,0.274,0.199,1,"Gm12802"
"Pex12",0.217842041455415,0.217504299818233,0.137,0.088,1,"Pex12"
"AV356131",0.218295152308332,-0.273042677157703,0.077,0.125,1,"AV356131"
"Wdr5",0.218416629225452,0.289290722838855,0.35,0.294,1,"Wdr5"
"Hs6st1",0.218428974522075,-0.273232928564032,0.231,0.287,1,"Hs6st1"
"Cd24a",0.21849195716861,0.302510631234181,0.239,0.184,1,"Cd24a"
"Yes1",0.218655231158423,-0.233574456065673,0.239,0.301,1,"Yes1"
"Gm24105",0.218834903268876,0.256360390526271,0.171,0.118,1,"Gm24105"
"Zbtb1",0.218965238219365,0.281885848084527,0.342,0.287,1,"Zbtb1"
"Gm14341",0.219025752777085,0.211908922086951,0.137,0.088,1,"Gm14341"
"Tmem101",0.219170806704397,0.223267602457707,0.308,0.235,1,"Tmem101"
"Cdkl1",0.219367368590987,0.255437642151226,0.427,0.382,1,"Cdkl1"
"Lrrc24",0.219367368590987,0.208458349432548,0.436,0.375,1,"Lrrc24"
"R3hcc1",0.219809214298254,-0.252494518038475,0.325,0.382,1,"R3hcc1"
"Pim1",0.219874003317536,0.219596863933992,0.462,0.397,1,"Pim1"
"Zfp787",0.22007115665143,0.225287827884651,0.299,0.235,1,"Zfp787"
"Gm10778",0.220165933475757,0.288338791678689,0.145,0.096,1,"Gm10778"
"Rbp4",0.220469425655759,0.247283095921131,0.12,0.074,1,"Rbp4"
"Gm28981",0.220489071772565,0.238961689936228,0.171,0.125,1,"Gm28981"
"Acsbg3",0.220644149034546,0.220615734556698,0.205,0.147,1,"Acsbg3"
"Mrpl41",0.220796290420972,0.210985026360104,0.795,0.61,1,"Mrpl41"
"Rny1",0.220958171157883,0.288695074322008,0.179,0.125,1,"Rny1"
"Gm29247",0.220967672642415,0.235691934646204,0.171,0.118,1,"Gm29247"
"Gm12371",0.221135541525283,0.213108113621007,0.274,0.206,1,"Gm12371"
"Slc41a1",0.221663861687183,0.235455791653798,0.282,0.221,1,"Slc41a1"
"Rint1",0.221724271266686,-0.202257980970456,0.325,0.39,1,"Rint1"
"Tmem17",0.221926508332448,-0.252592585039289,0.145,0.206,1,"Tmem17"
"Crocc",0.22193114853841,-0.259366950494453,0.197,0.25,1,"Crocc"
"Zfp691",0.221933888602161,-0.211016332441837,0.171,0.235,1,"Zfp691"
"Dxo",0.222179363074854,0.203163826055379,0.274,0.199,1,"Dxo"
"Pcsk7",0.22227416256772,0.249976295070866,0.376,0.316,1,"Pcsk7"
"Zdhhc7",0.22266351439555,0.257876055943673,0.274,0.213,1,"Zdhhc7"
"Ing3",0.222765369276363,0.288446981158916,0.393,0.353,1,"Ing3"
"Apip",0.222974709419098,0.207867327902812,0.35,0.272,1,"Apip"
"C630028M04Rik",0.22306207201307,0.203896210993794,0.231,0.176,1,"C630028M04Rik"
"Sidt2",0.223204347645763,0.202333969105325,0.496,0.419,1,"Sidt2"
"Fahd1",0.223212430787395,0.275232800850258,0.299,0.25,1,"Fahd1"
"4833422C13Rik",0.223627141115798,0.259780364957607,0.385,0.338,1,"4833422C13Rik"
"Gm47262",0.223885363143972,-0.253289379703362,0.068,0.11,1,"Gm47262"
"Usp6nl",0.224571807841016,-0.311417596788898,0.359,0.39,1,"Usp6nl"
"Gm7536",0.224827884015006,0.209723450815366,0.35,0.287,1,"Gm7536"
"Tubg2",0.224979202105994,0.222596653238634,0.573,0.463,1,"Tubg2"
"Thap7",0.225181935933763,0.243999547099258,0.299,0.228,1,"Thap7"
"6330415B21Rik",0.225369311951119,0.290845086243583,0.205,0.154,1,"6330415B21Rik"
"Rhobtb2",0.225706513475889,0.204235691982116,0.556,0.485,1,"Rhobtb2"
"Gm19744",0.226043327136064,0.22797750572837,0.231,0.169,1,"Gm19744"
"9530046B11Rik",0.226491731766265,-0.250429563843154,0.222,0.287,1,"9530046B11Rik"
"Gm4926",0.226626700907974,0.250323250500595,0.222,0.169,1,"Gm4926"
"Pomgnt2",0.227223538094157,0.217316550070316,0.376,0.309,1,"Pomgnt2"
"Mpp1",0.227600607555735,0.209630688915812,0.513,0.463,1,"Mpp1"
"Trpc7",0.227752349364541,0.266249777575375,0.291,0.235,1,"Trpc7"
"Mknk2",0.227779636405566,0.201574501535419,0.188,0.132,1,"Mknk2"
"Gm12778",0.227779636405566,0.235350037085873,0.188,0.132,1,"Gm12778"
"Gm16178",0.227885333066908,0.255511843000644,0.368,0.309,1,"Gm16178"
"Gm49343",0.227934426981526,0.257122864844041,0.274,0.213,1,"Gm49343"
"Pycr2",0.227949439183696,0.238255188131851,0.359,0.301,1,"Pycr2"
"Gm29865",0.228242647840757,0.242586887322403,0.632,0.618,1,"Gm29865"
"Ecel1",0.228356353357414,-0.351247511755816,0.094,0.14,1,"Ecel1"
"Rpl38-ps1",0.22836628256144,0.208268249416495,0.179,0.125,1,"Rpl38-ps1"
"Gm20422",0.228598003779942,-0.20962288511124,0.154,0.213,1,"Gm20422"
"9630015K15Rik",0.228624311289417,-0.268205044649735,0.282,0.331,1,"9630015K15Rik"
"Flna",0.228906666235214,0.261053018960115,0.188,0.14,1,"Flna"
"Bud13",0.229096828603911,0.218647932047684,0.222,0.162,1,"Bud13"
"Tmem126b",0.229300655115614,0.216770799239462,0.462,0.419,1,"Tmem126b"
"Aplf",0.2293022423115,0.266912428158995,0.197,0.147,1,"Aplf"
"Ccdc61",0.229397998133443,0.294199837878328,0.274,0.221,1,"Ccdc61"
"Jmjd6",0.229525178588111,0.25065817422572,0.316,0.25,1,"Jmjd6"
"Racgap1",0.230119898265165,-0.221135412508893,0.299,0.36,1,"Racgap1"
"Abcb9",0.2302073252334,0.231642595456702,0.325,0.257,1,"Abcb9"
"Sh2b3",0.230353504926064,0.279051035868053,0.205,0.154,1,"Sh2b3"
"Irak4",0.230495085864685,-0.201536978084467,0.368,0.434,1,"Irak4"
"Slc6a9",0.230548762965216,0.217711570723846,0.359,0.294,1,"Slc6a9"
"Egr3",0.230879436866136,0.285321004100245,0.265,0.213,1,"Egr3"
"Rdm1",0.23095720042088,-0.27803673676106,0.137,0.191,1,"Rdm1"
"Armcx5",0.231047157225298,0.201656934664091,0.504,0.419,1,"Armcx5"
"Poli",0.231211994069823,0.242593693893291,0.291,0.235,1,"Poli"
"Gm17435",0.231649492835993,0.274624188285503,0.205,0.147,1,"Gm17435"
"Prpf4",0.231684033695609,0.220656228023048,0.35,0.287,1,"Prpf4"
"Gm12542",0.231863930956747,0.232795250824737,0.214,0.147,1,"Gm12542"
"G430095P16Rik",0.231880153001131,-0.321990210398446,0.068,0.11,1,"G430095P16Rik"
"Bnip1",0.23195429270284,0.228438730291263,0.333,0.257,1,"Bnip1"
"Wdr46",0.23199145691506,-0.220486687063642,0.128,0.184,1,"Wdr46"
"Elovl1",0.232352261290632,-0.273598581967656,0.085,0.132,1,"Elovl1"
"1700030J22Rik",0.232352261290632,0.210686620574941,0.137,0.088,1,"1700030J22Rik"
